Codigo,Nombre,Grupo,Creditos,Dia_1,Inicio_1,Fin_1,Dia_2,Inicio_2,Fin_2,REQUISITO_1,REQUISITO_2,REQUISITO_3,CORREQUISISTO
SE1204,Nataci�n,8,0,JUE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1205,Juegos y deportes en conjunto,5,0,MIE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1205,Juegos y deportes en conjunto,2,0,MAR,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1205,Juegos y deportes en conjunto,1,0,LUN,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1205,Juegos y deportes en conjunto,6,0,JUE,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1205,Juegos y deportes en conjunto,1,0,LUN,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1205,Juegos y deportes en conjunto,6,0,JUE,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1205,Juegos y deportes en conjunto,7,0,JUE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1206,Acondicionamiento f�sico,1,0,MAR,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1206,Acondicionamiento f�sico,2,0,MAR,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1206,Acondicionamiento f�sico,6,0,VIE,13:00,14:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1206,Acondicionamiento f�sico,5,0,LUN,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1209,B�isbol-softbol,1,0,LUN,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1209,B�isbol-softbol,2,0,MAR,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1218,Ajedrez,1,0,MAR,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1218,Ajedrez,1,0,MAR,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1219,Baloncesto recreativo,1,0,LUN,07:30,09:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1219,Baloncesto recreativo,2,0,MAR,15:00,16:50,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1221,Futbol I,1,0,MAR,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1221,Futbol I,1,0,MAR,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1222,Futbol sala,1,0,MIE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1222,Futbol sala,2,0,VIE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1222,Futbol sala,1,0,MIE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SE1222,Futbol sala,2,0,VIE,09:30,11:20,,,,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO
SO4604,Seguridad y salud ocupacional,2,3,JUE,13:00,15:50,,,,FI1102,0,0,Null
SO4604,Seguridad y salud ocupacional,1,3,LUN,07:30,10:20,,,,FI1102,0,0,Null
SO4604,Seguridad y salud ocupacional,3,3,JUE,17:00,19:50,,,,FI1102,0,0,Null
SO4604,Seguridad y salud ocupacional,4,3,MIE,13:00,15:50,,,,FI1102,0,0,Null
SO4604,Seguridad y salud ocupacional,5,3,VIE,07:30,10:20,,,,FI1102,0,0,Null
